count,word1
227,european
227,bill
227,potential
227,treat
227,reply
226,indian
226,delay
226,serious
225,democracy
223,concern
223,score
223,pull
222,fair
222,encourage
222,guide
222,principle
222,abu
222,reality
220,round
220,hundred
219,artist
219,umar
219,except
219,2010
219,wall
219,promise
218,egg
218,plant
218,reflect
218,crime
218,worker
218,environment
218,employee
218,discussion
218,grant
217,trial
217,supply
217,publish
217,river
217,verse
216,royal
216,easily
216,canada
216,legolas
216,citizen
216,drink
216,screen
215,egypt
215,original
215,federal
215,responsible
214,training
214,spot
214,stock
214,c
214,born
214,living
213,capital
213,carbon
213,manager
213,patient
213,album
212,evil
212,indicate
212,track
212,hot
212,exercise
211,select
211,target
211,meaning
211,aim
210,successful
210,brand
210,birth
210,cold
209,shop
209,15
209,addition
209,collect
208,independent
208,display
208,impossible
208,production
207,speed
207,central
207,popular
207,concept
207,park
207,rock
207,perfect
207,none
207,previous
207,ie
206,determine
206,flow
206,network
206,struggle
206,seven
206,pain
206,purchase
206,argue
205,weight
205,professional
205,march
204,candidate
204,launch
204,bed
204,direction
203,medical
203,department
202,element
202,trust
202,daughter
202,throughout
202,debate
201,agency
201,physical
201,april
200,being
200,m
200,african
199,chinese
199,queen
199,eventually
199,kiss
199,fill
199,behavior
199,operation
199,define
198,feed
198,reward
198,express
198,status
198,pressure
197,command
197,14
197,generally
197,career
196,consumer
196,request
196,degree
195,movie
195,hate
195,length
195,reveal
195,9
195,otherwise
194,computer
194,speech
194,religious
194,fly
193,july
193,firm
193,hotel
193,council
193,beat
193,labor
193,arm
193,agreement
193,d
192,interview
192,100
192,specific
192,box
191,october
191,update
190,depend
190,french
190,correct
190,11
190,stick
190,trouble
189,directly
189,sea
189,hell
189,spread
189,progress
189,mirror
188,location
188,sport
188,push
188,immediately
188,welcome
188,loan
188,fully
188,cent
188,soviet
188,mental
187,ali
187,imagine
187,politician
186,dead
186,truly
186,seat
186,bear
186,destroy
186,roll
185,japanese
185,safe
185,cricket
185,london
185,respond
185,train
184,analysis
184,sister
184,basis
184,refuse
184,conference
184,enemy
183,google
183,holy
183,august
183,finish
183,anger
182,host
182,kilimanjaro
182,task
182,nearly
182,memory
182,award
181,friday
181,extra
181,june
181,wind
181,replace
181,beach
181,drug
181,station
181,dress
181,*
181,tool
181,reader
180,code
180,instance
180,identify
180,introduce
180,daily
180,decade
180,marriage
179,clean
179,24
178,coast
178,additional
178,discover
178,gold
178,zealand
178,anyway
178,balance
178,constitution
177,guess
177,sunday
177,print
177,army
177,lady
176,prayer
176,shoot
175,owner
175,collection
175,revenue
175,fee
175,republican
175,willing
175,dog
174,window
174,count
174,village
174,zz_r
174,separate
174,operate
174,responsibility
174,teacher
173,generation
173,male
173,commit
173,disease
173,bottom
173,error
173,obtain
172,advice
172,summer
171,female
171,unique
171,actual
171,title
171,extremely
171,abuse
171,executive
171,waste
171,currency
171,cross
171,buddha
171,insurance
170,highly
170,format
170,protection
170,competition
170,noble
170,football
170,powerful
170,islamic
170,budget
170,asset
169,sri
169,block
169,coach
169,trip
169,ok
169,hide
168,secret
168,beginning
168,soul
168,facebook
168,skin
168,equal
168,laugh
167,bar
167,agent
167,insight
167,via
167,tend
167,smile
167,understanding
167,meeting
167,aspect
167,2009
167,damage
166,appeal
166,straight
166,audience
166,senior
165,committee
165,arab
165,cancer
165,definitely
165,ahead
165,sex
165,negative
165,shape
165,ride
165,canadian
165,relation
164,earn
164,useful
164,britain
164,edge
164,observe
164,13
164,server
164,threat
164,scene
164,18
163,traditional
163,unit
163,2008
162,slow
162,conduct
162,cat
162,france
161,civil
161,promote
161,variety
161,cool
161,zz_p
161,finance
161,quick
161,absolutely
161,master
161,cash
160,ii
160,sector
160,league
160,aware
160,politics
160,tip
159,worry
159,mistake
159,circumstance
159,writing
159,failure
159,recommend
159,zone
159,justice
159,zz_n
159,mobile
159,enable
158,hair
158,client
158,reference
157,mr
157,leadership
157,regarding
157,husband
157,pray
157,50
156,quote
156,map
156,manner
156,attend
156,greatest
156,troop
156,david
156,connection
155,volume
155,engage
155,imam
155,prior
155,hang
155,paul
154,creation
154,appropriate
154,invite
154,requirement
154,associate
153,brain
153,mass
153,prime
153,apart
153,plus
153,jesus
153,alternative
153,membership
153,attribute
152,excellent
152,climate
152,cultural
152,effective
152,york
152,dollar
152,handle
152,ignore
152,button
151,saturday
151,connect
151,x
151,strength
151,bangladesh
151,submit
151,23
151,transfer
151,floor
151,jump
151,cell
151,attitude
150,gift
150,explore
150,exchange
150,surface
150,sentence
150,supreme
150,declare
150,pattern
150,contemplate
149,screening
149,winner
149,reform
149,witness
149,payment
149,cook
149,capacity
149,quran
149,gmt
149,beauty
149,defend
149,totally
149,context
148,interested
148,25
148,pitch
148,wealth
148,ticket
148,youth
148,fresh
148,conflict
148,16
148,strike
147,affair
147,species
147,democratic
147,overall
147,self
147,irish
147,distance
147,garden
147,sensation
147,copy
147,till
146,device
146,terms
146,involved
146,writer
146,announce
146,significant
145,captain
145,proper
145,reflection
145,obviously
145,selection
145,luck
145,victim
145,surely
145,onto
145,ourselves
145,opposition
144,rely
144,cry
144,burn
144,radio
144,obvious
144,december
144,corner
144,murder
143,gas
143,weather
143,sing
143,confirm
143,amazing
143,%
143,apple
143,horse
143,thinking
142,category
142,possibility
142,peter
142,january
142,active
142,repeat
142,contribute
141,admit
141,universe
141,guest
141,survive
141,technique
141,volunteer
141,prefer
141,bakr
141,ordinary
141,intend
141,communication
141,michael
140,violence
140,toward
140,foundation
140,yeah
140,domain
140,defense
140,heavy
140,sexual
140,facility
140,primary
140,boat
140,engine
140,sample
139,inform
139,farmer
139,sorry
139,victory
139,shot
139,reserve
139,relevant
139,weekend
139,21
139,defeat
138,guitar
138,scale
138,chris
138,entirely
138,cup
138,22
138,maximum
138,net
138,revolution
137,rain
137,scheme
137,register
137,mitt
137,warm
137,unfortunately
137,soldier
137,regular
137,dance
137,administration
137,surprise
137,monday
136,commercial
136,recite
136,e
136,vision
136,double
136,voter
136,perspective
135,taste
135,george
135,dry
135,governor
135,ryan
135,advance
135,aid
135,seriously
135,tie
134,jack
134,mine
134,liberal
134,temperature
134,producer
134,advantage
134,presence
134,outcome
134,false
133,mile
133,stone
133,plane
133,tower
133,lots
133,capture
133,bag
133,script
133,eight
133,concerned
133,moral
133,platform
133,criminal
132,=
132,h
132,representative
132,complex
132,divide
132,northern
132,district
131,weak
131,healthy
131,implement
131,sales
131,oppose
131,profit
131,corporate
131,cheap
131,ally
131,sin
131,locate
131,package
131,holiday
130,fruit
130,wonderful
130,settle
130,importance
130,pakistan
130,prince
130,crowd
130,association
130,temple
130,parliament
130,kick
130,division
129,blob
129,famous
129,merely
129,institute
129,hole
129,reaction
129,belong
129,appreciate
129,reading
129,massive
129,defence
128,extend
128,wise
128,sacrifice
128,menu
128,reasonable
128,hire
128,mouth
128,deny
127,mostly
127,malaysia
127,commission
127,journey
127,smart
127,gun
127,consist
127,brown
127,amongst
127,topic
126,qur'an
126,plenty
126,shark
126,creative
126,strange
126,ancient
126,forest
126,fix
126,passion
126,hall
126,jew
126,cycle
126,supposed
126,bowl
126,machine
126,objective
126,marketing
125,dinner
125,bridge
125,herself
125,employer
125,conversation
125,fellow
125,40
125,mix
125,instrument
124,evening
124,tv
124,personally
124,limited
124,hence
124,leg
124,usa
123,mission
123,adult
123,wake
123,survey
123,spring
123,teaching
123,session
123,joe
123,generate
122,2007
122,guarantee
122,medicine
122,james
122,medium
121,reject
121,maze
121,existing
121,permit
121,convention
121,camp
121,planet
121,coffee
121,folk
121,eg
121,slave
121,occasion
121,slowly
120,de
120,suddenly
120,root
120,identity
120,bird
120,solar
120,convert
120,raka
120,regional
120,conclusion
120,twice
119,participate
119,pleasure
119,remind
119,shift
119,honor
119,asia
119,february
119,appearance
119,christ
119,threaten
118,ml
118,meat
118,injury
118,mouse
118,fish
118,nobody
118,used
118,predict
118,poverty
118,theme
118,spending
118,saudi
118,wednesday
117,muscle
117,confidence
117,la
117,blame
117,appoint
117,favourite
117,neck
117,heat
117,yesterday
117,slightly
117,phrase
117,crisis
116,possibly
116,camera
116,milk
116,climb
116,suppose
116,flight
116,weapon
116,growing
115,hadith
115,county
115,coalition
115,sad
115,difficulty
115,civilian
115,usual
115,blow
115,tear
115,sir
114,afford
114,secure
114,duty
114,route
114,calendar
114,conservative
114,sweet
114,whenever
114,17
114,quarter
114,thou
114,advise
113,al-bukhari
113,excuse
113,g
113,restaurant
113,contrast
113,registration
113,elizabeth
113,elect
113,hurt
113,investor
112,combine
112,spiritual
112,2006
112,bat
112,adopt
112,suit
111,highlight
111,initial
111,organize
111,app
111,intention
111,fuel
111,extent
111,normally
111,tone
111,sick
111,pack
111,television
111,territory
111,border
111,sabbath
111,square
111,refugee
110,chain
110,crown
110,crave
110,meal
110,practise
110,clock
110,judgment
110,hardly
110,henry
110,deposit
110,bright
110,somewhere
110,disappear
110,estimate
110,essential
110,ice
110,deserve
109,danger
109,convince
109,inspire
109,escape
109,demonstrate
109,angry
109,multiple
109,technical
109,thursday
109,russia
109,steal
108,software
108,expose
108,procedure
108,annual
108,dear
108,tough
108,illness
108,twitter
108,works
108,symptom
107,resident
107,favor
107,glass
107,critical
107,properly
107,zz_v
107,consequence
107,ad
107,unable
107,solve
107,eastern
106,pair
106,winter
106,resort
106,harm
106,wild
106,christmas
106,dangerous
106,wisdom
106,previously
106,happiness
106,expression
106,dock
105,magazine
105,valid
105,smell
105,lyrics
105,minority
105,explanation
105,sink
105,custom
105,constant
105,beer
105,fashion
105,celebrate
105,tradition
105,assistance
105,southern
104,pulse
104,innocent
104,safety
104,port
104,opposite
104,academic
104,busy
104,initiative
104,hill
103,transaction
103,label
103,2013
103,pleasurable
103,developing
103,index
103,greek
103,finger
103,conclude
103,morality
103,internal
102,foster
102,ah
102,acid
102,palestinian
102,exhibition
102,working
102,export
102,leading
101,kingdom
101,allied
101,personality
101,classic
101,euro
101,guard
101,wine
101,schedule
101,ear
100,mail
100,regardless
100,justify
100,illegal
100,alive
100,funding
100,mate
100,lucky
100,extreme
100,presidential
100,expensive
100,wedding
100,basically
100,deed
100,marry
99,expectation
99,bowler
99,panel
99,drag
99,afraid
99,+
99,u
99,motion
99,shake
99,ocean
99,charles
99,professor
99,severe
99,worship
99,flower
99,branch
99,pure
99,friendly
99,helpful
99,corporation
98,everybody
98,forever
98,hey
98,poll
98,sum
98,agenda
98,fundamental
98,tiny
98,hat
98,richard
98,employ
97,tony
97,bob
97,examine
97,talent
97,meditation
97,external
97,monk
97,wood
97,effectively
97,everywhere
97,sight
97,pace
97,mtis
97,expand
96,proceed
96,honest
96,uganda
96,chemical
96,surround
96,tea
96,surf
96,hi
95,commitment
95,sky
95,provider
95,core
95,stress
95,numerous
95,incident
95,$
95,newspaper
95,breakfast
95,anywhere
95,organisation
94,aside
94,re
94,lunch
94,switch
94,festival
94,split
94,originally
94,protest
94,driver
94,pride
94,circle
94,funny
94,whilst
94,secede
94,background
94,succeed
93,relatively
93,partnership
93,traffic
93,hearing
93,peak
93,broad
93,complain
93,specify
93,grab
93,lesson
93,bus
93,regime
93,proof
93,definition
93,favorite
93,attachment
92,stretch
92,perceive
92,accomplish
92,decent
92,tag
92,lanka
92,latter
92,is
92,assist
92,learning
92,necessarily
92,chair
92,colony
92,500
92,icon
92,shine
92,soft
92,sa
92,farm
91,grand
91,gather
91,pop
91,31
91,corruption
91,invest
91,ring
91,afghanistan
91,constantly
91,ideal
91,acquire
91,sheet
91,rare
91,channel
90,blind
90,studio
90,nine
90,dr
90,l
90,dispute
90,brilliant
90,praise
90,gallery
90,publication
90,vast
90,translate
90,dhamma
90,environmental
90,anymore
89,setting
89,nanotechnology
89,comfortable
89,julia
89,given
89,typical
89,specifically
89,crazy
89,equipment
89,digital
89,forgive
89,library
89,rank
89,realm
89,forth
89,ruling
89,expense
89,flat
89,bless
89,raw
89,william
88,manufacturing
88,phenomenon
88,acknowledge
88,diet
88,republic
88,suspect
88,sale
88,random
88,bomb
88,familiar
88,employment
88,cast
88,f
88,investigation
88,equivalent
88,lift
88,nigeria
88,apparently
87,query
87,and/or
87,achievement
87,airport
87,solid
87,guidance
87,charity
87,iran
87,characteristic
87,stupid
87,pilot
87,heaven
87,venture
87,experiment
87,vary
87,believer
87,fairly
87,surprised
87,gate
87,proud
87,compete
87,attract
86,vehicle
86,forum
86,chairman
86,assess
86,frequency
86,attach
86,egyptian
86,rider
86,neighbor
86,thy
86,pipe
86,unlike
86,plain
86,related
86,notion
85,ray
85,29
85,60
85,champion
85,disagree
85,200
85,wan
85,insist
85,galaxy
85,tongue
85,coverage
85,snow
85,clothes
85,somehow
85,contest
85,arrest
85,consideration
85,folder
85,component
85,monitor
85,specialist
85,deficit
85,fourth
84,meanwhile
84,possess
84,suggestion
84,microsoft
84,storm
84,28
84,encounter
84,sugar
84,2005
84,clothing
84,contribution
84,awareness
84,hindu
84,attain
84,accurate
84,perfectly
83,emerge
83,windows
83,initially
83,afternoon
83,absolute
83,greece
83,gillard
83,lovely
83,alcohol
83,prison
83,pursue
83,largely
83,undertake
83,somewhat
83,silver
83,interface
83,don
83,zero
83,column
83,junior
83,wash
83,pg-13
83,domestic
83,christianity
83,frequently
82,historical
82,tourist
82,penalty
82,grid
82,corrupt
82,non
82,ceo
82,fixed
82,kenya
82,observation
82,variable
82,drum
82,minor
82,habit
82,sovereign
82,recover
82,permanent
82,accused
82,dr.-i
81,singapore
81,instruction
81,israeli
81,a.s
81,kitchen
81,health-care
81,visa
81,propose
81,congress
81,origin
81,quiet
81,comfort
81,forbid
81,designer
81,imply
81,immediate
81,ghana
81,moreover
81,practical
81,delivery
81,cap
80,introduction
80,st
80,tuesday
80,cease
80,counter
80,mary
80,hopefully
80,innovation
80,recall
80,educate
80,mount
80,bind
80,satisfy
80,offence
80,storage
80,draft
80,angle
80,depression
80,frame
80,suitable
80,killing
80,2003
80,restore
80,bread
80,destruction
79,sequence
79,load
79,0
79,enterprise
79,warn
79,electricity
79,advanced
79,pose
79,moon
79,russian
79,combination
79,tune
79,lake
79,eu
79,wing
79,26
79,formal
79,accuse
79,calculate
79,robert
79,decline
79,boundary
79,ministry
79,super
79,empty
79,abandon
79,essentially
79,portion
78,tamil
78,crew
78,whereas
78,twenty
78,smith
78,signal
78,opening
78,complaint
78,qualify
78,researcher
78,ultimately
78,earnings
78,mainly
78,arrange
78,download
78,phase
78,infrastructure
78,carefully
78,editor
78,height
78,brian
77,paint
77,bay
77,brief
77,jewish
77,hero
77,jim
77,follower
77,concentration
77,engineering
77,concerning
77,depending
77,shoe
77,adam
77,merit
77,27
77,bean
77,ratio
77,minimum
77,flickr
77,input
77,scream
77,italy
77,novel
77,literally
77,independence
76,tribe
76,rid
76,california
76,whoever
76,terrible
76,considering
76,besides
76,description
76,capable
76,urge
76,pledge
76,intellectual
76,pocket
76,gap
76,joy
76,investigate
75,preparation
75,proposal
75,somebody
75,washington
75,strongly
75,rush
75,caliph
75,arrow
75,breed
75,tooth
75,sunna
75,era
75,constitute
75,interval
75,mike
75,ben
75,criticism
75,harry
75,taliban
75,grade
75,wolf
75,medication
74,scientist
74,offensive
74,entitle
74,joke
74,abbott
74,fault
74,hong
74,sufficient
74,native
74,fantastic
74,automatically
74,rory
74,row
74,summit
74,absence
74,statistics
74,wicket
74,breast
74,okay
74,electric
74,theater
74,resolve
74,lock
74,default
74,orange
74,thomas
74,estate
74,ought
74,translation
74,coin
74,occupy
73,surrender
73,abode
73,discovery
73,construction
73,married
73,password
73,welfare
73,similarly
73,margin
73,shut
73,signature
73,operating
73,saving
73,certificate
72,upper
72,collapse
72,equally
72,representation
72,rarely
72,everyday
72,preference
72,provision
72,tomorrow
72,arabia
72,photograph
72,swing
72,boss
72,lawyer
72,household
72,dish
72,scientific
72,submission
72,tired
72,log
72,arrangement
72,thee
72,vivian
72,killer
72,intervention
72,flee
72,emotion
71,dedicate
71,shopping
71,disaster
71,naturally
71,amendment
71,abroad
71,yellow
71,bet
71,tank
71,thread
71,harrison
71,lifetime
71,axis
71,silence
71,spare
71,chamber
71,govern
71,examination
71,formation
71,communist
71,bush
71,plot
71,nuclear
71,graduate
71,mankind
71,enhance
70,consume
70,distribution
70,pool
70,province
70,immigrant
70,bali
70,kong
70,pretend
70,curse
70,substance
70,awesome
70,jet
70,pacific
70,remaining
70,2004
70,planning
70,virtue
70,sake
70,recovery
70,nevertheless
70,bone
69,behalf
69,found
69,bn
69,actor
69,secretary
69,mode
69,chocolate
69,tonight
69,transport
69,deputy
69,dad
69,atom
69,industrial
69,unemployment
69,primarily
69,careful
69,mayor
69,mere
69,gentle
69,exception
69,extension
69,sydney
69,steel
69,elsewhere
69,philosophy
69,cloud
69,typically
69,shoulder
69,italian
69,furniture
69,approximately
69,communicate
69,variation
69,overseas
69,grace
69,bike
68,percentage
68,shirt
68,output
68,1997
68,mi
68,journalist
68,interpretation
68,fat
68,scholar
68,chase
68,impose
68,edit
68,armed
68,watson
68,rating
68,iraq
68,bunch
68,pleased
68,preserve
68,scope
68,long-term
68,mercy
68,giant
68,artery
68,jamaica
68,invade
68,engagement
68,episode
68,mosque
68,ongoing
68,chest
68,gop
67,hatred
67,bismarck
67,legislation
67,shock
67,recipe
67,suffering
67,tom
67,relief
67,quantity
67,loose
67,scotland
67,repair
67,entry
67,forecast
67,shadow
67,testing
67,array
67,workshop
67,realization
67,flash
67,palace
67,sabah
67,trigger
67,weigh
67,valuable
67,philippines
67,interaction
67,prediction
67,r.-and-
67,passionate
67,tiger
66,punishment
66,wavelength
66,calm
66,un
66,prejudice
66,florida
66,ltte
66,victoria
66,bug
66,deem
66,bid
66,probability
66,vice
66,howard
66,intelligent
66,piano
66,stamp
66,slip
66,interpret
66,crash
66,widely
66,tap
66,gradually
66,overcome
66,destination
66,observer
66,stable
66,symbol
66,running
65,steve
65,principal
65,layer
65,sole
65,balloon
65,metal
65,athlete
65,ease
65,velocity
65,flood
65,accident
65,obligation
65,capability
65,equity
65,banking
65,bury
65,buyer
65,hitler
65,musical
65,flavor
65,socrates
65,chicken
65,ruler
65,heavily
65,priest
65,closely
65,economics
65,license
65,zakaria
65,bowling
65,insult
65,lip
65,boost
65,badly
64,heritage
64,improvement
64,flag
64,desert
64,sam
64,glad
64,wales
64,ai
64,prize
64,vat
64,asian
64,exceed
64,wage
64,literature
64,import
64,increased
64,lecture
64,subsequent
64,eliminate
64,batsman
64,apparent
64,contrary
63,2000
63,increasingly
63,twin
63,warning
63,impression
63,permission
63,possession
63,dutch
63,ibn
63,maturity
63,assault
63,fishing
63,significantly
63,withdraw
63,muhammad
63,caliphate
63,protein
63,developer
63,darkness
63,silent
63,shit
63,spin
63,delight
63,scenario
